index,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,year,month_remaining_lease,storey_range_low,storey_range_high,lat,lon
14969,9,WOODLANDS,4 ROOM,605,WOODLANDS DRIVE 42,07 TO 09,93.0,10,1997,78 years 08 months,345000.0,2017,944,7,9,1.43719230414699,103.797089753215
14970,9,WOODLANDS,4 ROOM,517,WOODLANDS DRIVE 14,04 TO 06,104.0,13,2000,82 years,348000.0,2017,984,4,6,1.43382994903659,103.791679802234
14971,9,WOODLANDS,4 ROOM,625B,WOODLANDS DRIVE 52,07 TO 09,100.0,8,1998,80 years 01 month,348000.0,2017,961,7,9,1.43341655022559,103.800012747868
14972,9,WOODLANDS,4 ROOM,728,WOODLANDS CIRCLE,10 TO 12,101.0,10,1997,79 years,350000.0,2017,948,10,12,1.44288020200672,103.798887777863
14973,9,WOODLANDS,4 ROOM,503,WOODLANDS DRIVE 14,10 TO 12,101.0,8,1998,80 years 03 months,350000.0,2017,963,10,12,1.43249995976888,103.791786711705
14974,9,WOODLANDS,4 ROOM,703,WOODLANDS DRIVE 40,04 TO 06,100.0,8,1996,78 years 01 month,350000.0,2017,937,4,6,1.4409565628088,103.796576586484
14975,9,WOODLANDS,4 ROOM,406,WOODLANDS STREET 41,07 TO 09,106.0,8,1995,77 years 03 months,350000.0,2017,927,7,9,1.42940389186403,103.772728153211
14976,9,WOODLANDS,4 ROOM,666,WOODLANDS RING ROAD,07 TO 09,86.0,10,2000,82 years,351000.0,2017,984,7,9,1.43829338484767,103.797399036463
14977,9,WOODLANDS,4 ROOM,655,WOODLANDS RING ROAD,07 TO 09,100.0,8,1998,79 years 07 months,355000.0,2017,955,7,9,1.43741404509878,103.798257574917
14978,9,WOODLANDS,4 ROOM,667,WOODLANDS RING ROAD,07 TO 09,90.0,8,2001,82 years 05 months,356000.0,2017,989,7,9,1.43864551855524,103.79791843779
14979,9,WOODLANDS,4 ROOM,639,WOODLANDS RING ROAD,07 TO 09,102.0,8,1999,80 years 10 months,357000.0,2017,970,7,9,1.43763312098352,103.803232348897
14980,9,WOODLANDS,4 ROOM,602,WOODLANDS DRIVE 42,07 TO 09,101.0,8,1997,78 years 07 months,358000.0,2017,943,7,9,1.43821741607197,103.796391500509
14981,9,WOODLANDS,4 ROOM,534,WOODLANDS DRIVE 14,04 TO 06,105.0,13,1999,80 years 11 months,363000.0,2017,971,4,6,1.4306118648092,103.791674137477
14982,9,WOODLANDS,4 ROOM,895B,WOODLANDS DRIVE 50,10 TO 12,99.0,8,1997,78 years 06 months,365000.0,2017,942,10,12,1.4356389803296,103.791654565327
14983,9,WOODLANDS,4 ROOM,898B,WOODLANDS DRIVE 50,10 TO 12,99.0,8,1997,78 years 10 months,365000.0,2017,946,10,12,1.43514317476086,103.795210548115
14984,9,WOODLANDS,4 ROOM,556,WOODLANDS DRIVE 53,10 TO 12,100.0,8,1999,81 years 03 months,366000.0,2017,975,10,12,1.43292772923161,103.796012763361
14985,9,WOODLANDS,4 ROOM,714,WOODLANDS DRIVE 70,07 TO 09,100.0,8,1997,78 years 07 months,368000.0,2017,943,7,9,1.44204928734016,103.798789070341
14986,9,WOODLANDS,4 ROOM,686B,WOODLANDS DRIVE 73,10 TO 12,94.0,13,2003,84 years 05 months,368000.0,2017,1013,10,12,1.44263056953759,103.806312715296
14987,9,WOODLANDS,4 ROOM,689B,WOODLANDS DRIVE 75,13 TO 15,90.0,13,2004,85 years 05 months,368000.0,2017,1025,13,15,1.44446942805204,103.808397457375
14988,9,WOODLANDS,4 ROOM,791,WOODLANDS AVENUE 6,10 TO 12,100.0,8,1997,79 years 03 months,368888.0,2017,951,10,12,1.44274882772447,103.80223966491
14989,9,WOODLANDS,4 ROOM,682D,WOODLANDS DRIVE 73,04 TO 06,102.0,13,2000,81 years 05 months,378000.0,2017,977,4,6,1.44096063753942,103.804726530731
14990,9,WOODLANDS,4 ROOM,570C,WOODLANDS AVENUE 1,04 TO 06,92.0,8,2013,95 years 02 months,380000.0,2017,1142,4,6,1.43147277406855,103.78998191026
14991,9,WOODLANDS,4 ROOM,686B,WOODLANDS DRIVE 73,13 TO 15,94.0,13,2003,84 years 05 months,385000.0,2017,1013,13,15,1.44263056953759,103.806312715296
14992,9,WOODLANDS,4 ROOM,570C,WOODLANDS AVENUE 1,04 TO 06,92.0,8,2013,95 years 02 months,390000.0,2017,1142,4,6,1.43147277406855,103.78998191026
14993,9,WOODLANDS,4 ROOM,510,WOODLANDS DRIVE 14,01 TO 03,107.0,13,1999,80 years 06 months,395000.0,2017,966,1,3,1.43276101501459,103.78849713537
14994,9,WOODLANDS,4 ROOM,570B,WOODLANDS AVENUE 1,10 TO 12,92.0,8,2013,95 years 02 months,400000.0,2017,1142,10,12,1.43106395458307,103.790454078756
14995,9,WOODLANDS,4 ROOM,677,WOODLANDS AVENUE 6,04 TO 06,101.0,8,1998,79 years 11 months,400000.0,2017,959,4,6,1.43938615380542,103.801706470491
14996,9,WOODLANDS,4 ROOM,353,WOODLANDS AVENUE 1,07 TO 09,105.0,8,1996,77 years 10 months,405000.0,2017,934,7,9,1.4318164870717,103.785162448842
14997,9,WOODLANDS,4 ROOM,355,WOODLANDS AVENUE 1,10 TO 12,108.0,8,1996,78 years,415000.0,2017,936,10,12,1.43284697678501,103.784550340919
14998,9,WOODLANDS,5 ROOM,689A,WOODLANDS DRIVE 75,01 TO 03,110.0,13,2004,85 years 06 months,365000.0,2017,1026,1,3,1.44438629292754,103.807925409687
14999,9,WOODLANDS,5 ROOM,410,WOODLANDS STREET 41,01 TO 03,128.0,5,1996,77 years 05 months,370000.0,2017,929,1,3,1.42873408236943,103.773488636437
15000,9,WOODLANDS,5 ROOM,686C,WOODLANDS DRIVE 73,01 TO 03,115.0,13,2003,84 years 05 months,370000.0,2017,1013,1,3,1.44214483209286,103.806870038855
15001,9,WOODLANDS,5 ROOM,688C,WOODLANDS DRIVE 75,07 TO 09,110.0,13,2004,85 years 07 months,375000.0,2017,1027,7,9,1.4432815186216,103.807293791116
15002,9,WOODLANDS,5 ROOM,690C,WOODLANDS DRIVE 75,04 TO 06,110.0,13,2004,85 years 04 months,375000.0,2017,1024,4,6,1.44298235333791,103.807978941276
15003,9,WOODLANDS,5 ROOM,787C,WOODLANDS CRESCENT,01 TO 03,123.0,5,1997,79 years,378000.0,2017,948,1,3,1.4448677578465,103.801173705124
15004,9,WOODLANDS,5 ROOM,787D,WOODLANDS CRESCENT,01 TO 03,122.0,5,1997,79 years,380000.0,2017,948,1,3,1.44511727056421,103.801733312456
15005,9,WOODLANDS,5 ROOM,35,MARSILING DRIVE,16 TO 18,118.0,17,1977,59 years,385000.0,2017,708,16,18,1.44498346336295,103.771720496252
15006,9,WOODLANDS,5 ROOM,556,WOODLANDS DRIVE 53,04 TO 06,120.0,5,1999,81 years 03 months,388888.0,2017,975,4,6,1.43292772923161,103.796012763361
15007,9,WOODLANDS,5 ROOM,770,WOODLANDS DRIVE 60,13 TO 15,120.0,5,1997,79 years 02 months,390000.0,2017,950,13,15,1.44646333383129,103.798737609119
15008,9,WOODLANDS,5 ROOM,684D,WOODLANDS DRIVE 73,01 TO 03,120.0,13,2000,81 years 05 months,390000.0,2017,977,1,3,1.44135791662657,103.80450821919
15009,9,WOODLANDS,5 ROOM,553,WOODLANDS DRIVE 44,10 TO 12,120.0,5,2000,81 years 09 months,395000.0,2017,981,10,12,1.43161421964632,103.795071966682
15010,9,WOODLANDS,5 ROOM,786C,WOODLANDS DRIVE 60,10 TO 12,122.0,5,1997,79 years,395000.0,2017,948,10,12,1.44581867717204,103.80106885347
15011,9,WOODLANDS,5 ROOM,741,WOODLANDS CIRCLE,04 TO 06,122.0,5,1997,78 years 11 months,396000.0,2017,947,4,6,1.44441190731037,103.795827945234
15012,9,WOODLANDS,5 ROOM,663,WOODLANDS RING ROAD,04 TO 06,122.0,5,1998,79 years 05 months,399000.0,2017,953,4,6,1.43622091646168,103.798410261725
15013,9,WOODLANDS,5 ROOM,714,WOODLANDS DRIVE 70,04 TO 06,119.0,5,1997,78 years 07 months,400000.0,2017,943,4,6,1.44204928734016,103.798789070341
15014,9,WOODLANDS,5 ROOM,778,WOODLANDS DRIVE 60,04 TO 06,123.0,5,1997,79 years 03 months,402000.0,2017,951,4,6,1.44728214613521,103.799774503062
15015,9,WOODLANDS,5 ROOM,682A,WOODLANDS DRIVE 62,04 TO 06,120.0,13,2000,81 years 05 months,402000.0,2017,977,4,6,1.44031862988978,103.803284675318
15016,9,WOODLANDS,5 ROOM,764,WOODLANDS CIRCLE,07 TO 09,111.0,5,2003,84 years 10 months,403000.0,2017,1018,7,9,1.44525012550107,103.796811169876
15017,9,WOODLANDS,5 ROOM,587,WOODLANDS DRIVE 16,04 TO 06,111.0,5,2001,82 years 10 months,405000.0,2017,994,4,6,1.42844657911529,103.795288852487
15018,9,WOODLANDS,5 ROOM,787B,WOODLANDS CRESCENT,01 TO 03,120.0,5,1997,79 years 01 month,410000.0,2017,949,1,3,1.44456206997385,103.800811554206
15019,9,WOODLANDS,5 ROOM,684D,WOODLANDS DRIVE 73,13 TO 15,119.0,13,2000,81 years 05 months,418000.0,2017,977,13,15,1.44135791662657,103.80450821919
15020,9,WOODLANDS,5 ROOM,690D,WOODLANDS DRIVE 75,13 TO 15,110.0,13,2004,85 years 04 months,418000.0,2017,1024,13,15,1.44261596598046,103.807852213015
15021,9,WOODLANDS,5 ROOM,683A,WOODLANDS DRIVE 62,04 TO 06,123.0,13,2000,81 years 05 months,420000.0,2017,977,4,6,1.44009790636881,103.802892551515
15022,9,WOODLANDS,5 ROOM,629,WOODLANDS RING ROAD,13 TO 15,122.0,5,1998,79 years 11 months,426800.0,2017,959,13,15,1.43412645158437,103.801200901409
15023,9,WOODLANDS,5 ROOM,862,WOODLANDS STREET 83,10 TO 12,126.0,5,1996,77 years 07 months,427000.0,2017,931,10,12,1.43995508428159,103.795048909553
15024,9,WOODLANDS,5 ROOM,634,WOODLANDS RING ROAD,10 TO 12,121.0,5,1999,80 years 11 months,428000.0,2017,971,10,12,1.43626628875804,103.802942658182
15025,9,WOODLANDS,5 ROOM,688D,WOODLANDS DRIVE 75,10 TO 12,111.0,13,2004,85 years 05 months,430000.0,2017,1025,10,12,1.44341960518743,103.807696359787
15026,9,WOODLANDS,5 ROOM,170,WOODLANDS STREET 11,04 TO 06,137.0,8,1994,75 years 04 months,430000.0,2017,904,4,6,1.43363472515023,103.776294092675
15027,9,WOODLANDS,5 ROOM,861,WOODLANDS STREET 83,01 TO 03,129.0,5,1996,77 years 06 months,430000.0,2017,930,1,3,1.43966015258891,103.795235776713
15028,9,WOODLANDS,5 ROOM,571A,WOODLANDS AVENUE 1,01 TO 03,112.0,5,2013,95 years 02 months,435000.0,2017,1142,1,3,1.43017030750239,103.791091612057
15029,9,WOODLANDS,5 ROOM,653,WOODLANDS RING ROAD,04 TO 06,122.0,5,1998,79 years 06 months,438000.0,2017,954,4,6,1.43808142337938,103.799032334026
15030,9,WOODLANDS,5 ROOM,416,WOODLANDS STREET 41,10 TO 12,136.0,8,1996,77 years 06 months,440000.0,2017,930,10,12,1.42836949933467,103.773759968493
15031,9,WOODLANDS,5 ROOM,517,WOODLANDS DRIVE 14,04 TO 06,126.0,13,2000,82 years,445000.0,2017,984,4,6,1.43382994903659,103.791679802234
15032,9,WOODLANDS,5 ROOM,680,WOODLANDS AVENUE 6,07 TO 09,123.0,5,1998,79 years 11 months,450000.0,2017,959,7,9,1.43963261801972,103.802121646793
15033,9,WOODLANDS,5 ROOM,686A,WOODLANDS DRIVE 73,07 TO 09,114.0,13,2003,84 years 05 months,450000.0,2017,1013,7,9,1.44213596324067,103.8056199239
15034,9,WOODLANDS,5 ROOM,345,WOODLANDS STREET 32,07 TO 09,122.0,5,1995,76 years 05 months,450000.0,2017,917,7,9,1.43233355181896,103.780226941875
15035,9,WOODLANDS,5 ROOM,572B,WOODLANDS AVENUE 1,07 TO 09,112.0,5,2013,95 years 03 months,455000.0,2017,1143,7,9,1.43160689427922,103.789608911068
15036,9,WOODLANDS,5 ROOM,683C,WOODLANDS DRIVE 62,10 TO 12,121.0,13,2000,81 years 05 months,455000.0,2017,977,10,12,1.44111509906694,103.803347920978
15037,9,WOODLANDS,5 ROOM,175,WOODLANDS STREET 13,04 TO 06,137.0,8,1993,74 years 11 months,458000.0,2017,899,4,6,1.4336190304618,103.777755926451
15038,9,WOODLANDS,5 ROOM,368,WOODLANDS AVENUE 1,01 TO 03,120.0,5,1997,78 years 05 months,460000.0,2017,941,1,3,1.43294240133526,103.786732547129
15039,9,WOODLANDS,5 ROOM,363,WOODLANDS AVENUE 5,01 TO 03,123.0,5,1996,78 years 02 months,460000.0,2017,938,1,3,1.43392855622242,103.785928814892
15040,9,WOODLANDS,5 ROOM,352,WOODLANDS AVENUE 1,10 TO 12,127.0,5,1996,77 years 10 months,469000.0,2017,934,10,12,1.43164241917443,103.784520585537
15041,9,WOODLANDS,5 ROOM,506,WOODLANDS DRIVE 14,10 TO 12,123.0,5,1999,80 years 04 months,479000.0,2017,964,10,12,1.43244170448861,103.790863803202
15042,9,WOODLANDS,5 ROOM,370,WOODLANDS AVENUE 1,07 TO 09,123.0,5,1996,78 years 03 months,516000.0,2017,939,7,9,1.43254270511027,103.787387733968
15044,9,WOODLANDS,EXECUTIVE,788E,WOODLANDS CRESCENT,04 TO 06,141.0,3,1999,80 years 07 months,472000.0,2017,967,4,6,1.44441749764901,103.802337261902
15045,9,WOODLANDS,EXECUTIVE,536,WOODLANDS DRIVE 14,01 TO 03,145.0,13,1999,80 years 11 months,485000.0,2017,971,1,3,1.43144900977713,103.791899146317
15046,9,WOODLANDS,EXECUTIVE,583,WOODLANDS DRIVE 16,01 TO 03,131.0,3,2001,82 years 08 months,485000.0,2017,992,1,3,1.43039588715816,103.795316786283
15047,9,WOODLANDS,EXECUTIVE,788C,WOODLANDS CRESCENT,01 TO 03,140.0,3,1999,80 years 08 months,495000.0,2017,968,1,3,1.44387179785993,103.801833448049
15048,9,WOODLANDS,EXECUTIVE,788E,WOODLANDS CRESCENT,01 TO 03,143.0,7,1999,80 years 05 months,500000.0,2017,965,1,3,1.44441749764901,103.802337261902
15049,9,WOODLANDS,EXECUTIVE,646,WOODLANDS RING ROAD,04 TO 06,144.0,7,1998,79 years 11 months,548000.0,2017,959,4,6,1.43760681675827,103.800402340562
15050,9,WOODLANDS,EXECUTIVE,530,WOODLANDS DRIVE 14,10 TO 12,144.0,13,1999,81 years,570000.0,2017,972,10,12,1.43141120571518,103.79318690573
15051,9,WOODLANDS,EXECUTIVE,141,MARSILING ROAD,07 TO 09,158.0,3,1995,76 years 07 months,600000.0,2017,919,7,9,1.43736870010289,103.77707219926
15052,9,WOODLANDS,EXECUTIVE,114,MARSILING RISE,01 TO 03,170.0,3,1995,76 years 06 months,620000.0,2017,918,1,3,1.43872152075601,103.781287430018
15053,9,WOODLANDS,EXECUTIVE,339,WOODLANDS AVENUE 1,07 TO 09,177.0,3,1995,76 years 11 months,670000.0,2017,923,7,9,1.43100437420797,103.781602329579
15054,9,WOODLANDS,EXECUTIVE,322,WOODLANDS STREET 32,13 TO 15,172.0,3,1994,75 years 07 months,670000.0,2017,907,13,15,1.43151585350574,103.778881591946
15055,9,WOODLANDS,EXECUTIVE,404,WOODLANDS STREET 41,07 TO 09,177.0,3,1995,76 years 11 months,708000.0,2017,923,7,9,1.43035044236451,103.77225886776
15056,9,WOODLANDS,EXECUTIVE,111,WOODLANDS STREET 13,04 TO 06,172.0,3,1995,76 years 04 months,720000.0,2017,916,4,6,1.43794381732231,103.782059433742
15057,9,WOODLANDS,EXECUTIVE,307,WOODLANDS AVENUE 1,07 TO 09,192.0,3,1994,75 years 04 months,750000.0,2017,904,7,9,1.42940927831954,103.776437088944
15058,9,YISHUN,2 ROOM,459,YISHUN AVENUE 11,07 TO 09,48.0,8,2013,94 years 11 months,240000.0,2017,1139,7,9,1.42103574926841,103.846333547036
15059,9,YISHUN,3 ROOM,118,YISHUN RING ROAD,04 TO 06,77.0,8,1983,64 years 09 months,240000.0,2017,777,4,6,1.43598707842969,103.828641482509
15060,9,YISHUN,3 ROOM,228,YISHUN STREET 21,01 TO 03,67.0,12,1985,67 years 03 months,251000.0,2017,807,1,3,1.43533747562924,103.837523010219
15061,9,YISHUN,3 ROOM,719,YISHUN STREET 71,01 TO 03,64.0,16,1987,69 years 01 month,257000.0,2017,829,1,3,1.42688084988418,103.829303136688
15062,9,YISHUN,3 ROOM,141,YISHUN RING ROAD,04 TO 06,68.0,12,1984,66 years 03 months,258000.0,2017,795,4,6,1.43089700238255,103.830000816371
15063,9,YISHUN,3 ROOM,146,YISHUN STREET 11,10 TO 12,72.0,12,1985,66 years 07 months,260000.0,2017,799,10,12,1.4310017618816,103.83246849055
15064,9,YISHUN,3 ROOM,707,YISHUN AVENUE 5,07 TO 09,68.0,12,1984,65 years 07 months,260000.0,2017,787,7,9,1.42893488907136,103.827716191445
15065,9,YISHUN,3 ROOM,119,YISHUN RING ROAD,01 TO 03,64.0,16,1985,67 years,260000.0,2017,804,1,3,1.43539299497423,103.829177147654
15066,9,YISHUN,3 ROOM,142,YISHUN RING ROAD,01 TO 03,68.0,12,1984,66 years,260000.0,2017,792,1,3,1.43077763467929,103.830625739006
15067,9,YISHUN,3 ROOM,131,YISHUN STREET 11,10 TO 12,74.0,8,1985,66 years 05 months,260000.0,2017,797,10,12,1.43316260592868,103.831684787748
15068,9,YISHUN,3 ROOM,123,YISHUN STREET 11,07 TO 09,68.0,12,1985,66 years 09 months,263888.0,2017,801,7,9,1.43453686287322,103.831779326315
15069,9,YISHUN,3 ROOM,365,YISHUN RING ROAD,07 TO 09,74.0,8,1989,70 years 07 months,268000.0,2017,847,7,9,1.42924779338166,103.845192240134
15070,9,YISHUN,3 ROOM,152,YISHUN STREET 11,01 TO 03,66.0,12,1985,66 years 06 months,270000.0,2017,798,1,3,1.4310397754087,103.834755026459
15071,9,YISHUN,3 ROOM,227,YISHUN STREET 21,10 TO 12,67.0,12,1985,67 years 01 month,273800.0,2017,805,10,12,1.435069715602,103.836644751474
15072,9,YISHUN,3 ROOM,203,YISHUN STREET 21,04 TO 06,71.0,12,1985,66 years 06 months,278000.0,2017,798,4,6,1.43068689542817,103.83657443377
15073,9,YISHUN,3 ROOM,781,YISHUN RING ROAD,10 TO 12,74.0,8,1988,69 years 10 months,280000.0,2017,838,10,12,1.42218597186705,103.832359632875
15074,9,YISHUN,3 ROOM,215,YISHUN STREET 21,01 TO 03,73.0,12,1985,66 years 05 months,281000.0,2017,797,1,3,1.43174084979873,103.835660042979
15075,9,YISHUN,3 ROOM,274,YISHUN STREET 22,04 TO 06,74.0,8,1986,67 years 05 months,285000.0,2017,809,4,6,1.4374586662622,103.839039880371
15076,9,YISHUN,3 ROOM,735,YISHUN STREET 72,10 TO 12,67.0,12,1985,66 years 05 months,285000.0,2017,797,10,12,1.42892493142687,103.83124139277
15077,9,YISHUN,3 ROOM,304,YISHUN CENTRAL,10 TO 12,74.0,8,1988,69 years 04 months,288000.0,2017,832,10,12,1.43051533276813,103.840307000287
15078,9,YISHUN,3 ROOM,617,YISHUN RING ROAD,10 TO 12,73.0,8,1988,69 years 05 months,290000.0,2017,833,10,12,1.41930445040926,103.835328695336
15079,9,YISHUN,3 ROOM,740,YISHUN AVENUE 5,01 TO 03,67.0,12,1985,66 years 06 months,295000.0,2017,798,1,3,1.43012361713357,103.832153164362
15080,9,YISHUN,3 ROOM,456,YISHUN STREET 41,07 TO 09,67.0,8,2013,94 years 11 months,295000.0,2017,1139,7,9,1.42036919149233,103.844403667721
15081,9,YISHUN,3 ROOM,208,YISHUN STREET 21,07 TO 09,67.0,12,1985,67 years 01 month,299000.0,2017,805,7,9,1.43102233778042,103.837623233094
15082,9,YISHUN,3 ROOM,740,YISHUN AVENUE 5,01 TO 03,82.0,12,1985,66 years 07 months,300000.0,2017,799,1,3,1.43012361713357,103.832153164362
15083,9,YISHUN,3 ROOM,739,YISHUN AVENUE 5,07 TO 09,67.0,12,1985,66 years 10 months,306000.0,2017,802,7,9,1.42974523614957,103.83213983452
15084,9,YISHUN,3 ROOM,456,YISHUN STREET 41,10 TO 12,67.0,8,2013,94 years 11 months,308000.0,2017,1139,10,12,1.42036919149233,103.844403667721
15085,9,YISHUN,3 ROOM,802,YISHUN RING ROAD,01 TO 03,74.0,8,1987,69 years 02 months,313000.0,2017,830,1,3,1.41853885481022,103.831763323404
15086,9,YISHUN,3 ROOM,839,YISHUN STREET 81,04 TO 06,73.0,8,1987,69 years,325000.0,2017,828,4,6,1.41581799576772,103.833983073451
15087,9,YISHUN,4 ROOM,395,YISHUN RING ROAD,04 TO 06,84.0,16,1988,70 years 01 month,290000.0,2017,841,4,6,1.42884941903143,103.847221024874
15088,9,YISHUN,4 ROOM,388,YISHUN RING ROAD,07 TO 09,84.0,16,1988,69 years 09 months,295000.0,2017,837,7,9,1.42916958504572,103.847212829684
15089,9,YISHUN,4 ROOM,867,YISHUN STREET 81,01 TO 03,84.0,16,1988,69 years 08 months,298000.0,2017,836,1,3,1.41390605450813,103.838005165459
15090,9,YISHUN,4 ROOM,174,YISHUN AVENUE 7,07 TO 09,84.0,16,1987,69 years 03 months,300000.0,2017,831,7,9,1.43739545335207,103.831939137109
15091,9,YISHUN,4 ROOM,253,YISHUN RING ROAD,07 TO 09,84.0,16,1985,66 years 06 months,305000.0,2017,798,7,9,1.43507473889027,103.840795048444
15092,9,YISHUN,4 ROOM,762,YISHUN STREET 72,10 TO 12,84.0,16,1985,67 years 01 month,305000.0,2017,805,10,12,1.42568741187326,103.834007618825
15093,9,YISHUN,4 ROOM,404,YISHUN AVENUE 6,10 TO 12,84.0,16,1988,70 years,310000.0,2017,840,10,12,1.42657680751384,103.84814422982
15094,9,YISHUN,4 ROOM,610,YISHUN STREET 61,10 TO 12,84.0,16,1986,67 years 10 months,310000.0,2017,814,10,12,1.42057938136498,103.836103032168
15095,9,YISHUN,4 ROOM,634,YISHUN STREET 61,07 TO 09,84.0,16,1987,69 years 01 month,310000.0,2017,829,7,9,1.41893026318493,103.83910011003
15096,9,YISHUN,4 ROOM,287,YISHUN AVENUE 6,04 TO 06,105.0,8,1985,66 years 11 months,315000.0,2017,803,4,6,1.4396248933909,103.837771054041
15097,9,YISHUN,4 ROOM,717,YISHUN STREET 71,07 TO 09,84.0,16,1987,69 years 01 month,325000.0,2017,829,7,9,1.42575233813242,103.828104354933
15098,9,YISHUN,4 ROOM,879,YISHUN STREET 81,01 TO 03,84.0,16,1987,69 years 01 month,326000.0,2017,829,1,3,1.41444167860568,103.83611779226
15099,9,YISHUN,4 ROOM,354,YISHUN RING ROAD,01 TO 03,105.0,8,1989,70 years 05 months,328000.0,2017,845,1,3,1.4257859727303,103.845228101102
15100,9,YISHUN,4 ROOM,327,YISHUN RING ROAD,07 TO 09,84.0,16,1988,69 years 08 months,335000.0,2017,836,7,9,1.43007109914643,103.842396446526
15101,9,YISHUN,4 ROOM,612,YISHUN STREET 61,04 TO 06,103.0,8,1987,68 years 04 months,335000.0,2017,820,4,6,1.42036475237606,103.835413304775
15102,9,YISHUN,4 ROOM,759,YISHUN STREET 72,07 TO 09,84.0,16,1985,67 years,335000.0,2017,804,7,9,1.42624600707611,103.833233454885
15103,9,YISHUN,4 ROOM,653,YISHUN AVENUE 4,07 TO 09,84.0,16,1987,68 years 04 months,335888.0,2017,820,7,9,1.42307981422748,103.839666794518
15104,9,YISHUN,4 ROOM,395,YISHUN RING ROAD,04 TO 06,104.0,8,1988,70 years,340000.0,2017,840,4,6,1.42884941903143,103.847221024874
15105,9,YISHUN,4 ROOM,635,YISHUN STREET 61,01 TO 03,104.0,8,1987,68 years 11 months,340000.0,2017,827,1,3,1.4192307037507,103.838982110985
15106,9,YISHUN,4 ROOM,409,YISHUN RING ROAD,04 TO 06,104.0,8,1988,70 years 04 months,342000.0,2017,844,4,6,1.42620385438309,103.847273164146
15107,9,YISHUN,4 ROOM,276,YISHUN STREET 22,01 TO 03,104.0,8,1985,67 years,345000.0,2017,804,1,3,1.43782287576482,103.837838021643
15108,9,YISHUN,4 ROOM,634,YISHUN STREET 61,10 TO 12,104.0,8,1987,69 years 01 month,345000.0,2017,829,10,12,1.41893026318493,103.83910011003
15109,9,YISHUN,4 ROOM,240,YISHUN RING ROAD,04 TO 06,98.0,12,1985,66 years 10 months,348000.0,2017,802,4,6,1.43269871879609,103.839369131479
15110,9,YISHUN,4 ROOM,207,YISHUN STREET 21,01 TO 03,96.0,12,1985,66 years 07 months,350000.0,2017,799,1,3,1.43122595521659,103.837158859724
15111,9,YISHUN,4 ROOM,410,YISHUN RING ROAD,07 TO 09,104.0,8,1988,69 years 11 months,355000.0,2017,839,7,9,1.4263498262218,103.846574295234
15112,9,YISHUN,4 ROOM,604,YISHUN STREET 61,10 TO 12,105.0,8,1992,73 years 09 months,355000.0,2017,885,10,12,1.42171348124463,103.83554529409
15113,9,YISHUN,4 ROOM,458,YISHUN AVENUE 11,07 TO 09,93.0,8,2013,94 years 11 months,358000.0,2017,1139,7,9,1.42066731724757,103.846207771514
15114,9,YISHUN,4 ROOM,756,YISHUN STREET 72,07 TO 09,84.0,16,1985,67 years 01 month,359000.0,2017,805,7,9,1.42656876558013,103.833243240371
15115,9,YISHUN,4 ROOM,321,YISHUN CENTRAL,04 TO 06,104.0,8,1988,69 years 05 months,364000.0,2017,833,4,6,1.42887961053535,103.841528588879
15116,9,YISHUN,4 ROOM,458,YISHUN AVENUE 11,01 TO 03,93.0,8,2013,94 years 11 months,368000.0,2017,1139,1,3,1.42066731724757,103.846207771514
15117,9,YISHUN,4 ROOM,618,YISHUN RING ROAD,07 TO 09,91.0,12,1992,73 years 10 months,368000.0,2017,886,7,9,1.4187353006021,103.835703280669
15118,9,YISHUN,4 ROOM,453,YISHUN STREET 41,07 TO 09,93.0,8,2013,94 years 11 months,368000.0,2017,1139,7,9,1.41991034065013,103.845554822212
15119,9,YISHUN,4 ROOM,244,YISHUN RING ROAD,07 TO 09,105.0,8,1985,66 years 06 months,368888.0,2017,798,7,9,1.43374226274799,103.841257885463
15120,9,YISHUN,4 ROOM,148,YISHUN STREET 11,04 TO 06,93.0,12,1985,67 years,368888.0,2017,804,4,6,1.43195018839118,103.832337855178
15121,9,YISHUN,4 ROOM,805,YISHUN RING ROAD,13 TO 15,84.0,16,1987,68 years 08 months,370000.0,2017,824,13,15,1.41742722691875,103.831588869701
15122,9,YISHUN,4 ROOM,204,YISHUN STREET 21,04 TO 06,93.0,12,1985,66 years 06 months,370000.0,2017,798,4,6,1.4307163489422,103.835798176096
15123,9,YISHUN,4 ROOM,875,YISHUN STREET 81,07 TO 09,84.0,16,1988,69 years 04 months,370000.0,2017,832,7,9,1.41476320951385,103.836287023982
15124,9,YISHUN,4 ROOM,457,YISHUN STREET 41,04 TO 06,93.0,8,2013,95 years,372000.0,2017,1140,4,6,1.42040416166361,103.845538830732
15125,9,YISHUN,4 ROOM,453,YISHUN STREET 41,04 TO 06,93.0,8,2013,94 years 11 months,375000.0,2017,1139,4,6,1.41991034065013,103.845554822212
15126,9,YISHUN,4 ROOM,641,YISHUN STREET 61,10 TO 12,91.0,12,1992,73 years 09 months,380000.0,2017,885,10,12,1.42081685421992,103.838166008926
15127,9,YISHUN,4 ROOM,458,YISHUN AVENUE 11,07 TO 09,93.0,8,2013,94 years 11 months,382000.0,2017,1139,7,9,1.42066731724757,103.846207771514
15128,9,YISHUN,4 ROOM,216,YISHUN STREET 21,04 TO 06,93.0,12,1985,66 years 06 months,389000.0,2017,798,4,6,1.4322759133834,103.836404106464
