index,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,year,month_remaining_lease,storey_range_low,storey_range_high,lat,lon
0,1,ANG MO KIO,2 ROOM,406,ANG MO KIO AVENUE 10,10 TO 12,44.0,5,1979,61 years 04 months,232000.0,2017,736,10,12,1.36200453938712,103.853879910407
1,1,ANG MO KIO,3 ROOM,108,ANG MO KIO AVENUE 4,01 TO 03,67.0,12,1978,60 years 07 months,250000.0,2017,727,1,3,1.37094273993861,103.837974822369
2,1,ANG MO KIO,3 ROOM,602,ANG MO KIO AVENUE 5,01 TO 03,67.0,12,1980,62 years 05 months,262000.0,2017,749,1,3,1.38070883044887,103.835368226602
3,1,ANG MO KIO,3 ROOM,465,ANG MO KIO AVENUE 10,04 TO 06,68.0,12,1980,62 years 01 month,265000.0,2017,745,4,6,1.3662010408294,103.857200967235
4,1,ANG MO KIO,3 ROOM,601,ANG MO KIO AVENUE 5,01 TO 03,67.0,12,1980,62 years 05 months,265000.0,2017,749,1,3,1.38104134784496,103.835131744823
5,1,ANG MO KIO,3 ROOM,150,ANG MO KIO AVENUE 5,01 TO 03,68.0,12,1981,63 years,275000.0,2017,756,1,3,1.37680678506745,103.842017962576
6,1,ANG MO KIO,3 ROOM,447,ANG MO KIO AVENUE 10,04 TO 06,68.0,12,1979,61 years 06 months,280000.0,2017,738,4,6,1.36750371103856,103.855897952833
7,1,ANG MO KIO,3 ROOM,218,ANG MO KIO AVENUE 1,04 TO 06,67.0,12,1976,58 years 04 months,285000.0,2017,700,4,6,1.36511908595886,103.841742478489
8,1,ANG MO KIO,3 ROOM,447,ANG MO KIO AVENUE 10,04 TO 06,68.0,12,1979,61 years 06 months,285000.0,2017,738,4,6,1.36750371103856,103.855897952833
9,1,ANG MO KIO,3 ROOM,571,ANG MO KIO AVENUE 3,01 TO 03,67.0,12,1979,61 years 04 months,285000.0,2017,736,1,3,1.37005500420092,103.854880566919
10,1,ANG MO KIO,3 ROOM,534,ANG MO KIO AVENUE 10,01 TO 03,68.0,12,1980,62 years 01 month,288500.0,2017,745,1,3,1.37405846295585,103.854168170426
11,1,ANG MO KIO,3 ROOM,233,ANG MO KIO AVENUE 3,10 TO 12,67.0,12,1977,59 years 08 months,295000.0,2017,716,10,12,1.36754924977907,103.836740628478
12,1,ANG MO KIO,3 ROOM,235,ANG MO KIO AVENUE 3,04 TO 06,67.0,12,1977,59 years 08 months,295000.0,2017,716,4,6,1.36682360708102,103.83649123895
13,1,ANG MO KIO,3 ROOM,219,ANG MO KIO AVENUE 1,07 TO 09,67.0,12,1977,59 years 06 months,297000.0,2017,714,7,9,1.36598198004505,103.840654039612
14,1,ANG MO KIO,3 ROOM,536,ANG MO KIO AVENUE 10,07 TO 09,68.0,12,1980,62 years 01 month,298000.0,2017,745,7,9,1.37447378519738,103.854100515826
15,1,ANG MO KIO,3 ROOM,230,ANG MO KIO AVENUE 3,04 TO 06,67.0,12,1978,60 years,298000.0,2017,720,4,6,1.36875041500147,103.837993360863
16,1,ANG MO KIO,3 ROOM,570,ANG MO KIO AVENUE 3,10 TO 12,67.0,12,1979,61 years 04 months,300000.0,2017,736,10,12,1.3697435855576,103.856023138277
17,1,ANG MO KIO,3 ROOM,624,ANG MO KIO AVENUE 4,04 TO 06,68.0,12,1980,62 years 08 months,301000.0,2017,752,4,6,1.38156171229824,103.84000226873
18,1,ANG MO KIO,3 ROOM,441,ANG MO KIO AVENUE 10,07 TO 09,67.0,12,1979,61 years,306000.0,2017,732,7,9,1.36605027829032,103.854168309853
19,1,ANG MO KIO,3 ROOM,625,ANG MO KIO AVENUE 9,04 TO 06,68.0,12,1980,62 years 08 months,312000.0,2017,752,4,6,1.38219867741921,103.841211533475
20,1,ANG MO KIO,3 ROOM,119,ANG MO KIO AVENUE 3,07 TO 09,67.0,12,1978,60 years 10 months,312000.0,2017,730,7,9,1.36956344301912,103.844698910817
21,1,ANG MO KIO,3 ROOM,255,ANG MO KIO AVENUE 4,04 TO 06,73.0,12,1977,59 years 06 months,321000.0,2017,714,4,6,1.37065487078854,103.834630215787
22,1,ANG MO KIO,3 ROOM,432,ANG MO KIO AVENUE 10,10 TO 12,67.0,12,1979,61 years,325000.0,2017,732,10,12,1.36830996981351,103.853600305664
23,1,ANG MO KIO,3 ROOM,211,ANG MO KIO AVENUE 3,01 TO 03,67.0,12,1977,59 years 03 months,325000.0,2017,711,1,3,1.369196965617,103.841666636086
24,1,ANG MO KIO,3 ROOM,584,ANG MO KIO AVENUE 3,04 TO 06,67.0,12,1979,61 years 05 months,328000.0,2017,737,4,6,1.3707097868791,103.853494767426
25,1,ANG MO KIO,3 ROOM,118,ANG MO KIO AVENUE 4,07 TO 09,74.0,12,1978,60 years 04 months,330000.0,2017,724,7,9,1.37329593649654,103.835475719134
26,1,ANG MO KIO,3 ROOM,333,ANG MO KIO AVENUE 1,07 TO 09,68.0,12,1981,63 years,330000.0,2017,756,7,9,1.3613425564061,103.851698621454
27,1,ANG MO KIO,3 ROOM,256,ANG MO KIO AVENUE 4,10 TO 12,73.0,12,1977,59 years 06 months,335000.0,2017,714,10,12,1.37061517595951,103.83596769452
28,1,ANG MO KIO,3 ROOM,330,ANG MO KIO AVENUE 1,07 TO 09,68.0,12,1981,63 years,338000.0,2017,756,7,9,1.36243186402478,103.851030689651
29,1,ANG MO KIO,3 ROOM,557,ANG MO KIO AVENUE 10,10 TO 12,82.0,12,1980,62 years,366000.0,2017,744,10,12,1.3716257020332,103.857736107527
30,1,ANG MO KIO,3 ROOM,302,ANG MO KIO AVENUE 3,10 TO 12,73.0,12,1978,60 years 03 months,373000.0,2017,723,10,12,1.36708983179046,103.845660199054
31,1,ANG MO KIO,3 ROOM,575,ANG MO KIO AVENUE 10,07 TO 09,82.0,12,1980,62 years,375000.0,2017,744,7,9,1.37138855070768,103.855953346739
32,1,ANG MO KIO,3 ROOM,509,ANG MO KIO AVENUE 8,01 TO 03,81.0,12,1980,62 years 05 months,390000.0,2017,749,1,3,1.37400086510074,103.850139806283
33,1,ANG MO KIO,4 ROOM,472,ANG MO KIO AVENUE 10,10 TO 12,92.0,12,1979,61 years 06 months,400000.0,2017,738,10,12,1.36314392666998,103.858118593427
34,1,ANG MO KIO,4 ROOM,475,ANG MO KIO AVENUE 10,07 TO 09,91.0,12,1979,61 years 06 months,400000.0,2017,738,7,9,1.36266297827625,103.85651592319
35,1,ANG MO KIO,4 ROOM,629,ANG MO KIO AVENUE 4,01 TO 03,94.0,12,1981,63 years 09 months,403000.0,2017,765,1,3,1.38010465081465,103.840408680468
36,1,ANG MO KIO,4 ROOM,546,ANG MO KIO AVENUE 10,01 TO 03,92.0,12,1981,63 years,410000.0,2017,756,1,3,1.37365123866689,103.857022220393
37,1,ANG MO KIO,4 ROOM,131,ANG MO KIO AVENUE 3,01 TO 03,98.0,12,1979,61 years 01 month,425888.0,2017,733,1,3,1.37101536386003,103.841800323712
38,1,ANG MO KIO,4 ROOM,254,ANG MO KIO AVENUE 4,04 TO 06,97.0,12,1977,59 years 06 months,430000.0,2017,714,4,6,1.37020344042146,103.834687722549
39,1,ANG MO KIO,4 ROOM,470,ANG MO KIO AVENUE 10,04 TO 06,92.0,12,1979,61 years 10 months,435000.0,2017,742,4,6,1.36409807919403,103.856694220704
40,1,ANG MO KIO,4 ROOM,601,ANG MO KIO AVENUE 5,04 TO 06,91.0,12,1980,62 years 05 months,435000.0,2017,749,4,6,1.38104134784496,103.835131744823
41,1,ANG MO KIO,4 ROOM,463,ANG MO KIO AVENUE 10,04 TO 06,92.0,12,1980,62 years 01 month,440000.0,2017,745,4,6,1.36694793518613,103.857487648675
42,1,ANG MO KIO,4 ROOM,207,ANG MO KIO AVENUE 1,04 TO 06,97.0,12,1976,58 years 06 months,460000.0,2017,702,4,6,1.36582089504381,103.842847772078
43,1,ANG MO KIO,4 ROOM,304,ANG MO KIO AVENUE 1,10 TO 12,97.0,12,1977,59 years 04 months,518000.0,2017,712,10,12,1.36628642816469,103.8449947612
44,1,ANG MO KIO,4 ROOM,646,ANG MO KIO AVENUE 6,10 TO 12,99.0,12,1980,62 years 11 months,518000.0,2017,755,10,12,1.37939517687868,103.843763599411
45,1,ANG MO KIO,4 ROOM,328,ANG MO KIO AVENUE 3,10 TO 12,98.0,12,1978,60 years 08 months,560000.0,2017,728,10,12,1.36661793708764,103.84786688518
46,1,ANG MO KIO,4 ROOM,588C,ANG MO KIO STREET 52,13 TO 15,90.0,4,2011,93 years 08 months,688000.0,2017,1124,13,15,1.37183157010083,103.853670978083
47,1,ANG MO KIO,4 ROOM,588D,ANG MO KIO STREET 52,19 TO 21,91.0,4,2011,93 years 07 months,730000.0,2017,1123,19,21,1.37175400663025,103.8538833087
48,1,ANG MO KIO,4 ROOM,588D,ANG MO KIO STREET 52,22 TO 24,91.0,4,2011,93 years 07 months,756000.0,2017,1123,22,24,1.37175400663025,103.8538833087
49,1,ANG MO KIO,5 ROOM,101,ANG MO KIO AVENUE 3,01 TO 03,117.0,17,1978,60 years 01 month,500000.0,2017,721,1,3,1.37026158388486,103.839467898898
50,1,ANG MO KIO,5 ROOM,430,ANG MO KIO AVENUE 3,13 TO 15,119.0,5,1979,61 years,668000.0,2017,732,13,15,1.36899287777802,103.85276134968
51,1,ANG MO KIO,5 ROOM,520,ANG MO KIO AVENUE 5,19 TO 21,118.0,5,1980,62 years 08 months,668000.0,2017,752,19,21,1.3734054063175,103.851134219635
52,1,ANG MO KIO,5 ROOM,716,ANG MO KIO AVENUE 6,13 TO 15,119.0,5,1980,62 years 05 months,725000.0,2017,749,13,15,1.37147783065153,103.845868750998
53,1,ANG MO KIO,5 ROOM,588A,ANG MO KIO STREET 52,10 TO 12,112.0,4,2011,93 years 07 months,770000.0,2017,1123,10,12,1.37207688864036,103.852786139342
54,1,ANG MO KIO,5 ROOM,310A,ANG MO KIO AVENUE 1,10 TO 12,121.0,5,2012,94 years 08 months,832000.0,2017,1136,10,12,1.36481255187585,103.843844243986
55,1,ANG MO KIO,EXECUTIVE,613,ANG MO KIO AVENUE 4,07 TO 09,147.0,3,1996,78 years 04 months,888000.0,2017,940,7,9,1.37845661566039,103.839292714848
56,1,BEDOK,2 ROOM,101,BEDOK NORTH AVENUE 4,04 TO 06,45.0,5,1978,60 years 06 months,238000.0,2017,726,4,6,1.334484667124,103.937924710969
57,1,BEDOK,3 ROOM,548,BEDOK NORTH AVENUE 1,04 TO 06,68.0,12,1980,62 years 06 months,272000.0,2017,750,4,6,1.33131021834565,103.92685391703
58,1,BEDOK,3 ROOM,75,BEDOK NORTH ROAD,07 TO 09,59.0,5,1978,60 years,278000.0,2017,720,7,9,1.32791477933184,103.942144427101
59,1,BEDOK,3 ROOM,550,BEDOK NORTH AVENUE 1,01 TO 03,68.0,12,1980,62 years 05 months,280000.0,2017,749,1,3,1.3326931795279,103.926617402908
60,1,BEDOK,3 ROOM,1,BEDOK SOUTH AVENUE 1,01 TO 03,59.0,5,1976,58 years,280000.0,2017,696,1,3,1.32085208990817,103.933721096337
61,1,BEDOK,3 ROOM,151,BEDOK RESERVOIR ROAD,04 TO 06,63.0,16,1988,70 years 08 months,281000.0,2017,848,4,6,1.33557619454702,103.911545779692
62,1,BEDOK,3 ROOM,54,CHAI CHEE STREET,04 TO 06,68.0,12,1981,63 years 04 months,285000.0,2017,760,4,6,1.32947840879761,103.921105111921
63,1,BEDOK,3 ROOM,50,CHAI CHEE STREET,04 TO 06,68.0,12,1981,63 years 06 months,285000.0,2017,762,4,6,1.32930431416537,103.922415807329
64,1,BEDOK,3 ROOM,105,BEDOK RESERVOIR ROAD,10 TO 12,70.0,12,1985,67 years 07 months,287000.0,2017,811,10,12,1.32914437941094,103.909112780576
65,1,BEDOK,3 ROOM,528,BEDOK NORTH STREET 3,13 TO 15,68.0,12,1979,61 years 07 months,290000.0,2017,739,13,15,1.33490287587397,103.927838167286
66,1,BEDOK,3 ROOM,534,BEDOK NORTH STREET 3,10 TO 12,60.0,5,1986,68 years 02 months,290000.0,2017,818,10,12,1.33304293942699,103.924774154974
67,1,BEDOK,3 ROOM,550,BEDOK NORTH AVENUE 1,04 TO 06,68.0,12,1980,62 years 06 months,293000.0,2017,750,4,6,1.3326931795279,103.926617402908
68,1,BEDOK,3 ROOM,77,BEDOK NORTH ROAD,10 TO 12,60.0,5,1986,68 years 03 months,300000.0,2017,819,10,12,1.32869611162886,103.941995599533
69,1,BEDOK,3 ROOM,116,BEDOK RESERVOIR ROAD,10 TO 12,67.0,12,1986,68 years 02 months,300000.0,2017,818,10,12,1.33103784588692,103.908641634756
70,1,BEDOK,3 ROOM,18,BEDOK SOUTH ROAD,13 TO 15,65.0,5,1976,58 years,300000.0,2017,696,13,15,1.31784024894204,103.929396777961
71,1,BEDOK,3 ROOM,40,CHAI CHEE AVENUE,07 TO 09,65.0,5,1974,56 years,300000.0,2017,672,7,9,1.32604335303082,103.926488452026
72,1,BEDOK,3 ROOM,57,NEW UPPER CHANGI ROAD,13 TO 15,60.0,5,1985,67 years 09 months,300000.0,2017,813,13,15,1.32425201243512,103.941571885143
73,1,BEDOK,3 ROOM,57,NEW UPPER CHANGI ROAD,07 TO 09,60.0,5,1985,67 years 09 months,301888.0,2017,813,7,9,1.32425201243512,103.941571885143
74,1,BEDOK,3 ROOM,105,BEDOK NORTH AVENUE 4,04 TO 06,67.0,12,1977,59 years 08 months,305000.0,2017,716,4,6,1.33372280929,103.936517719048
75,1,BEDOK,3 ROOM,709,BEDOK RESERVOIR ROAD,07 TO 09,68.0,12,1981,63 years 06 months,310000.0,2017,762,7,9,1.33541606502637,103.922350075379
76,1,BEDOK,3 ROOM,42,CHAI CHEE STREET,01 TO 03,67.0,12,1985,67 years 05 months,310000.0,2017,809,1,3,1.32797877350561,103.925804792632
77,1,BEDOK,3 ROOM,709,BEDOK RESERVOIR ROAD,07 TO 09,68.0,12,1981,63 years 07 months,310000.0,2017,763,7,9,1.33541606502637,103.922350075379
78,1,BEDOK,3 ROOM,55,CHAI CHEE DRIVE,04 TO 06,75.0,8,1984,66 years 03 months,310000.0,2017,795,4,6,1.32684846948333,103.919015573079
79,1,BEDOK,3 ROOM,75,BEDOK NORTH ROAD,07 TO 09,70.0,5,1978,60 years 01 month,312000.0,2017,721,7,9,1.32791477933184,103.942144427101
80,1,BEDOK,3 ROOM,2,BEDOK SOUTH AVENUE 1,10 TO 12,65.0,5,1976,58 years,312000.0,2017,696,10,12,1.32130118793544,103.933299574181
81,1,BEDOK,3 ROOM,37,CHAI CHEE AVENUE,04 TO 06,66.0,5,1983,65 years 04 months,312000.0,2017,784,4,6,1.32544200357037,103.926207634232
82,1,BEDOK,3 ROOM,709,BEDOK RESERVOIR ROAD,07 TO 09,68.0,12,1981,63 years 06 months,313000.0,2017,762,7,9,1.33541606502637,103.922350075379
83,1,BEDOK,3 ROOM,425,BEDOK NORTH ROAD,10 TO 12,67.0,12,1979,61 years,332000.0,2017,732,10,12,1.32936960154503,103.929067536324
84,1,BEDOK,3 ROOM,117,BEDOK NORTH ROAD,04 TO 06,73.0,12,1978,60 years 04 months,336000.0,2017,724,4,6,1.33065454769523,103.938496275607
85,1,BEDOK,3 ROOM,423,BEDOK NORTH AVENUE 1,10 TO 12,82.0,12,1979,61 years,358000.0,2017,732,10,12,1.32797614118511,103.927565110763
86,1,BEDOK,3 ROOM,42,CHAI CHEE STREET,01 TO 03,82.0,12,1985,67 years 05 months,360000.0,2017,809,1,3,1.32797877350561,103.925804792632
87,1,BEDOK,3 ROOM,533,BEDOK NORTH STREET 3,04 TO 06,82.0,12,1980,62 years,365000.0,2017,744,4,6,1.33358016248275,103.92421866691
88,1,BEDOK,4 ROOM,149,BEDOK RESERVOIR ROAD,04 TO 06,84.0,16,1987,69 years 05 months,350000.0,2017,833,4,6,1.33576929801793,103.912779600202
89,1,BEDOK,4 ROOM,35,BEDOK SOUTH AVENUE 2,13 TO 15,90.0,5,1977,59 years 11 months,350000.0,2017,719,13,15,1.32233220742919,103.939766219283
90,1,BEDOK,4 ROOM,42,BEDOK SOUTH ROAD,04 TO 06,84.0,5,1977,59 years 08 months,350000.0,2017,716,4,6,1.32147847826862,103.940721046918
91,1,BEDOK,4 ROOM,34,BEDOK SOUTH AVENUE 2,10 TO 12,90.0,5,1977,59 years 08 months,358000.0,2017,716,10,12,1.32205652925918,103.93835472666
92,1,BEDOK,4 ROOM,7,BEDOK SOUTH AVENUE 2,04 TO 06,82.0,5,1976,58 years,358000.0,2017,696,4,6,1.32281544267372,103.93545524391
93,1,BEDOK,4 ROOM,8,BEDOK SOUTH AVENUE 2,13 TO 15,82.0,5,1976,58 years,375000.0,2017,696,13,15,1.32284176978435,103.936046815062
94,1,BEDOK,4 ROOM,80,BEDOK NORTH ROAD,01 TO 03,91.0,12,1978,60 years 05 months,380000.0,2017,725,1,3,1.32848132017235,103.940611608837
95,1,BEDOK,4 ROOM,78,BEDOK NORTH ROAD,04 TO 06,91.0,12,1978,60 years 07 months,382000.0,2017,727,4,6,1.32726007220341,103.940848770214
96,1,BEDOK,4 ROOM,135,BEDOK RESERVOIR ROAD,07 TO 09,84.0,16,1987,69 years 02 months,384000.0,2017,830,7,9,1.33314106418951,103.912523538101
97,1,BEDOK,4 ROOM,148,BEDOK RESERVOIR ROAD,13 TO 15,84.0,16,1987,69 years 03 months,385000.0,2017,831,13,15,1.33534088461813,103.91190498709
98,1,BEDOK,4 ROOM,81,BEDOK NORTH ROAD,01 TO 03,91.0,12,1978,60 years 05 months,390000.0,2017,725,1,3,1.32891558225172,103.940528728774
99,1,BEDOK,4 ROOM,142,BEDOK RESERVOIR ROAD,07 TO 09,84.0,16,1986,68 years 10 months,392000.0,2017,826,7,9,1.33563649761465,103.913269358016
100,1,BEDOK,4 ROOM,142,BEDOK RESERVOIR ROAD,07 TO 09,84.0,16,1986,68 years 10 months,395000.0,2017,826,7,9,1.33563649761465,103.913269358016
101,1,BEDOK,4 ROOM,124,BEDOK NORTH ROAD,07 TO 09,92.0,12,1978,60 years 04 months,395000.0,2017,724,7,9,1.32925881944574,103.939046430321
102,1,BEDOK,4 ROOM,705,BEDOK NORTH ROAD,01 TO 03,91.0,12,1980,62 years 10 months,410000.0,2017,754,1,3,1.33663681806047,103.918995255673
103,1,BEDOK,4 ROOM,554,BEDOK NORTH STREET 3,04 TO 06,93.0,12,1980,62 years 05 months,412000.0,2017,749,4,6,1.33258669367715,103.928200054845
104,1,BEDOK,4 ROOM,602,BEDOK RESERVOIR ROAD,07 TO 09,98.0,12,1982,64 years 04 months,420000.0,2017,772,7,9,1.32934898685946,103.911583237057
105,1,BEDOK,4 ROOM,81,BEDOK NORTH ROAD,13 TO 15,91.0,12,1978,60 years 05 months,425000.0,2017,725,13,15,1.32891558225172,103.940528728774
106,1,BEDOK,4 ROOM,508,BEDOK NORTH AVENUE 3,10 TO 12,92.0,12,1978,60 years 10 months,430000.0,2017,730,10,12,1.33340012199511,103.932519441614
107,1,BEDOK,4 ROOM,720,BEDOK RESERVOIR ROAD,04 TO 06,104.0,8,1984,66 years 01 month,430000.0,2017,793,4,6,1.33597277354753,103.924883020541
108,1,BEDOK,4 ROOM,765,BEDOK RESERVOIR VIEW,04 TO 06,105.0,13,2000,83 years,480000.0,2017,996,4,6,1.33596106828604,103.935990113555
109,1,BEDOK,4 ROOM,10,CHAI CHEE ROAD,13 TO 15,90.0,8,2001,83 years 01 month,499000.0,2017,997,13,15,1.32727572366021,103.924803599281
110,1,BEDOK,4 ROOM,185,BEDOK NORTH ROAD,07 TO 09,92.0,8,2005,87 years 11 months,580000.0,2017,1055,7,9,1.32623725322603,103.940827550178
111,1,BEDOK,4 ROOM,111,LENGKONG TIGA,04 TO 06,104.0,8,1989,71 years 02 months,625000.0,2017,854,4,6,1.32405877835385,103.911303762731
112,1,BEDOK,4 ROOM,220B,BEDOK CENTRAL,10 TO 12,97.0,8,2010,92 years 04 months,671000.0,2017,1108,10,12,1.32547710525716,103.934348226987
113,1,BEDOK,5 ROOM,603,BEDOK RESERVOIR ROAD,01 TO 03,120.0,5,1982,64 years 04 months,485000.0,2017,772,1,3,1.33000183975836,103.912464022386
114,1,BEDOK,5 ROOM,21,CHAI CHEE ROAD,07 TO 09,130.0,2,1972,54 years 06 months,530000.0,2017,654,7,9,1.32577850604228,103.922424710131
115,1,BEDOK,5 ROOM,672,JALAN DAMAI,04 TO 06,132.0,8,1996,78 years 06 months,550000.0,2017,942,4,6,1.33207912967501,103.908757101121
116,1,BEDOK,5 ROOM,415,BEDOK NORTH AVENUE 2,16 TO 18,119.0,5,1978,60 years 10 months,604000.0,2017,730,16,18,1.32964999532963,103.930260606366
117,1,BEDOK,5 ROOM,763,BEDOK RESERVOIR VIEW,16 TO 18,115.0,13,2000,82 years 11 months,610000.0,2017,995,16,18,1.33607209475067,103.934830606324
118,1,BEDOK,5 ROOM,805,CHAI CHEE ROAD,13 TO 15,122.0,5,1993,75 years 04 months,610000.0,2017,904,13,15,1.32430604941035,103.921625366639
119,1,BEDOK,5 ROOM,723,BEDOK RESERVOIR ROAD,04 TO 06,137.0,9,1984,66 years 07 months,633000.0,2017,799,4,6,1.33695439373089,103.928960561768
120,1,BEDOK,5 ROOM,722,BEDOK RESERVOIR ROAD,01 TO 03,139.0,9,1984,66 years 06 months,660000.0,2017,798,1,3,1.33663699329345,103.928207774481
121,1,BEDOK,5 ROOM,219C,BEDOK CENTRAL,13 TO 15,112.0,5,2010,92 years 04 months,795000.0,2017,1108,13,15,1.32485598421255,103.933519574319
122,1,BEDOK,EXECUTIVE,640,BEDOK RESERVOIR ROAD,04 TO 06,143.0,3,1993,75 years 11 months,668000.0,2017,911,4,6,1.33210132151895,103.904953194958
123,1,BEDOK,EXECUTIVE,160,BEDOK SOUTH AVENUE 3,01 TO 03,146.0,7,1986,68 years 04 months,670000.0,2017,820,1,3,1.31925982986372,103.945202877473
124,1,BEDOK,EXECUTIVE,640,BEDOK RESERVOIR ROAD,10 TO 12,145.0,3,1993,75 years 11 months,725000.0,2017,911,10,12,1.33210132151895,103.904953194958
125,1,BEDOK,EXECUTIVE,94C,BEDOK NORTH AVENUE 4,10 TO 12,141.0,3,1993,75 years 04 months,730000.0,2017,904,10,12,1.33361429610515,103.942628254514
126,1,BISHAN,3 ROOM,22,SIN MING ROAD,10 TO 12,68.0,5,1973,55 years 09 months,275000.0,2017,669,10,12,1.3572844410824,103.839396679952
127,1,BISHAN,3 ROOM,407,SIN MING AVENUE,10 TO 12,64.0,16,1986,68 years 07 months,320000.0,2017,823,10,12,1.36345320627772,103.834214627275
128,1,BISHAN,3 ROOM,105,BISHAN STREET 12,04 TO 06,64.0,16,1985,67 years 11 months,395000.0,2017,815,4,6,1.34589493632505,103.847365252767
129,1,BISHAN,4 ROOM,167,BISHAN STREET 13,04 TO 06,84.0,16,1988,70 years 08 months,380000.0,2017,848,4,6,1.34800341123895,103.855395747158
130,1,BISHAN,4 ROOM,167,BISHAN STREET 13,04 TO 06,84.0,16,1988,70 years 08 months,475000.0,2017,848,4,6,1.34800341123895,103.855395747158
131,1,BISHAN,4 ROOM,111,BISHAN STREET 12,04 TO 06,84.0,16,1986,68 years,510000.0,2017,816,4,6,1.34706752664279,103.848063665404
132,1,BISHAN,4 ROOM,181,BISHAN STREET 13,04 TO 06,83.0,16,1987,69 years 01 month,513000.0,2017,829,4,6,1.34913809640172,103.852878507674
133,1,BISHAN,4 ROOM,166,BISHAN STREET 13,01 TO 03,84.0,16,1987,69 years 11 months,520000.0,2017,839,1,3,1.34886345078255,103.855225779214
134,1,BISHAN,4 ROOM,109,BISHAN STREET 12,07 TO 09,84.0,16,1985,67 years 11 months,530000.0,2017,815,7,9,1.34675059587742,103.847990168368
135,1,BISHAN,4 ROOM,115,BISHAN STREET 12,07 TO 09,84.0,16,1986,68 years,533000.0,2017,816,7,9,1.34791838898824,103.84875012549
136,1,BISHAN,4 ROOM,181,BISHAN STREET 13,01 TO 03,83.0,16,1987,69 years 01 month,583000.0,2017,829,1,3,1.34913809640172,103.852878507674
137,1,BISHAN,4 ROOM,260,BISHAN STREET 22,13 TO 15,108.0,8,1992,74 years 06 months,625000.0,2017,894,13,15,1.35960292271157,103.84223893939
138,1,BISHAN,4 ROOM,275A,BISHAN STREET 24,34 TO 36,95.0,4,2011,93 years 07 months,808000.0,2017,1123,34,36,1.35673539047075,103.843519752733
139,1,BISHAN,5 ROOM,214,BISHAN STREET 23,04 TO 06,139.0,8,1992,74 years 04 months,650000.0,2017,892,4,6,1.35751182538506,103.848303497686
140,1,BISHAN,5 ROOM,182,BISHAN STREET 13,01 TO 03,121.0,5,1987,69 years 06 months,658740.0,2017,834,1,3,1.35020582481902,103.853049203745
141,1,BISHAN,5 ROOM,448,BRIGHT HILL DRIVE,07 TO 09,123.0,5,1990,72 years 03 months,700000.0,2017,867,7,9,1.35840616993705,103.831431580561
142,1,BISHAN,5 ROOM,402,SIN MING AVENUE,22 TO 24,120.0,5,1986,68 years,728888.0,2017,816,22,24,1.36276886630643,103.832758890176
143,1,BISHAN,5 ROOM,128,BISHAN STREET 12,07 TO 09,121.0,5,1987,69 years 01 month,730000.0,2017,829,7,9,1.34608831988483,103.850466820468
144,1,BISHAN,5 ROOM,303,SHUNFU ROAD,07 TO 09,121.0,5,1985,67 years 02 months,760000.0,2017,806,7,9,1.34976942860988,103.83847650474
145,1,BISHAN,5 ROOM,275A,BISHAN STREET 24,04 TO 06,120.0,4,2011,93 years 08 months,830000.0,2017,1124,4,6,1.35673539047075,103.843519752733
146,1,BISHAN,EXECUTIVE,231,BISHAN STREET 23,04 TO 06,146.0,7,1992,74 years 04 months,888000.0,2017,892,4,6,1.35729122280137,103.845845691915
147,1,BISHAN,EXECUTIVE,134,BISHAN STREET 12,04 TO 06,143.0,7,1986,68 years 10 months,895000.0,2017,826,4,6,1.34541104764477,103.852079804354
148,1,BUKIT BATOK,3 ROOM,342,BUKIT BATOK STREET 34,01 TO 03,64.0,16,1987,69 years 11 months,255000.0,2017,839,1,3,1.36258323081948,103.748574945077
149,1,BUKIT BATOK,3 ROOM,530,BUKIT BATOK STREET 51,04 TO 06,64.0,16,1987,69 years 06 months,255000.0,2017,834,4,6,1.35618199232172,103.751093390961
150,1,BUKIT BATOK,3 ROOM,145,BUKIT BATOK STREET 11,04 TO 06,68.0,12,1984,66 years 05 months,260000.0,2017,797,4,6,1.34997305498668,103.743724852615
151,1,BUKIT BATOK,3 ROOM,528,BUKIT BATOK STREET 51,10 TO 12,60.0,5,1987,69 years 06 months,260000.0,2017,834,10,12,1.35665146828264,103.751091825657
152,1,BUKIT BATOK,3 ROOM,537,BUKIT BATOK STREET 52,01 TO 03,73.0,8,1987,69 years 04 months,260000.0,2017,832,1,3,1.35511516448647,103.750877888291
153,1,BUKIT BATOK,3 ROOM,213,BUKIT BATOK STREET 21,04 TO 06,67.0,12,1984,66 years 11 months,269000.0,2017,803,4,6,1.34681845451426,103.752496875347
154,1,BUKIT BATOK,3 ROOM,219,BUKIT BATOK STREET 21,01 TO 03,67.0,12,1985,67 years 02 months,270000.0,2017,806,1,3,1.34720729813155,103.754999726682
155,1,BUKIT BATOK,3 ROOM,235,BUKIT BATOK EAST AVENUE 5,07 TO 09,69.0,12,1985,67 years 05 months,275000.0,2017,809,7,9,1.34848352110457,103.756300449103
156,1,BUKIT BATOK,3 ROOM,130,BUKIT BATOK WEST AVENUE 6,07 TO 09,73.0,8,1984,66 years 11 months,278000.0,2017,803,7,9,1.35106126001126,103.745857351625
157,1,BUKIT BATOK,3 ROOM,212,BUKIT BATOK STREET 21,04 TO 06,67.0,12,1985,67 years 07 months,280000.0,2017,811,4,6,1.34719281119437,103.752217334445
